PG-BSM Model Fit Output - 05-Aug-2020

Branch Length Estimates

Daughter    Nul    BW    CW    rCW    nulRaMoSS    altRaMoSS    Parent
1	1.41	1.41	1.41	1.41	1.37	1.42	17
2	1.15	1.15	1.15	1.15	1.12	1.15	16
3	1.73	1.74	1.73	1.73	1.7	1.73	16
4	0.22	0.22	0.22	0.22	0.21	0.22	20
5	0.25	0.25	0.25	0.25	0.25	0.25	19
6	0.08	0.08	0.08	0.08	0.08	0.08	18
7	0.04	0.04	0.04	0.04	0.04	0.04	18
8	0.29	0.29	0.29	0.29	0.29	0.29	22
9	0.35	0.36	0.35	0.35	0.35	0.35	22
10	0.87	0.87	0.87	0.87	0.85	0.87	25
11	0.14	0.14	0.14	0.14	0.14	0.14	24
12	0.05	0.05	0.05	0.05	0.05	0.05	23
13	0.06	0.06	0.06	0.06	0.05	0.06	23
14	0.71	0.71	0.7	0.71	0.69	0.71	26
15	0.76	0.76	0.76	0.76	0.75	0.77	26
16	0.35	0.35	0.35	0.35	0.36	0.35	17
17	2.08	2.01	2.08	2.08	2.12	2.14	21
18	0.23	0.23	0.23	0.23	0.23	0.23	19
19	0.03	0.03	0.03	0.03	0.04	0.03	20
20	1.35	1.36	1.35	1.35	1.36	1.38	21
21	0.23	0.23	0.23	0.23	0.21	0.22	29
22	0.37	0.37	0.37	0.37	0.34	0.36	28
23	0.1	0.1	0.1	0.1	0.1	0.1	24
24	0.43	0.43	0.43	0.43	0.42	0.43	25
25	0.17	0.17	0.17	0.17	0.17	0.16	27
26	0.1	0.1	0.1	0.1	0.1	0.1	27
27	0.07	0.07	0.07	0.07	0.08	0.06	28
28	0.23	0.23	0.23	0.23	0.21	0.22	29

Log Likelihoods

Nul: -28715
BW: -28715
CW: -28715
rCW: -28715
nulRaMoSS: -28752
altRaMoSS: -28690

Nul PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda
0.22	0.04	0.4	0.68	0.2	2.13	0.5	

BW PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda     piBW
0.22	0.04	0.4	0.68	0.2	2.13	0.5	0.01	

CW PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda     piCW
0.22	0.04	0.4	0.68	0.2	2.13	0.5	0	

rCW PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda     pirCW
0.22	0.04	0.4	0.68	0.2	2.13	0.5	0	

nulRaMoSS MLEs

piCL    w1M3    w2M3    p1M3    w1CL    w2CL    p1CL    delta    kappa
0.71	0	0.45	0.7	0.05	0.16	0.5	0	2.09	

altRaMoSS MLEs

piCL    w1M3    w2M3    p1M3    w1CL    w2CL    p1CL    delta    kappa
0.63	0	0.44	0.76	0	0.37	0.64	0.79	2.13	

BW PG-BSM Posteriors

site     P(w=0)        P(w1<->w2)       P(BW)
715	0.000		1		0		
753	0.000		1		0		
534	0.000		1		0		
496	0.712		0.288		0		
269	0.000		1		0		
999	0.000		1		0		
37	0.000		1		0		
1050	0.000		1		0		
2	0.708		0.292		0		
727	0.000		1		0		
312	0.705		0.295		0		
227	0.705		0.295		0		
186	0.705		0.295		0		
249	0.705		0.295		0		
153	0.705		0.295		0		
424	0.705		0.295		0		
254	0.705		0.295		0		
357	0.705		0.295		0		
221	0.705		0.295		0		
55	0.705		0.295		0		
709	0.705		0.295		0		
859	0.705		0.295		0		
35	0.705		0.295		0		
460	0.000		1		0		
185	0.71		0.29		0		
667	0.000		1		0		
731	0.000		1		0		
623	0.000		1		0		
714	0.000		1		0		
525	0.7		0.3		0		
6	0.000		1		0		
216	0.000		1		0		
75	0.000		1		0		
700	0.000		1		0		
745	0.000		1		0		
590	0.000		1		0		
363	0.000		1		0		
747	0.746		0.254		0		
131	0.000		1		0		
300	0.721		0.279		0		
565	0.000		1		0		
333	0.000		1		0		
936	0.000		1		0		
475	0.000		1		0		
930	0.000		1		0		
142	0.000		1		0		
171	0.000		1		0		
718	0.000		1		0		
581	0.724		0.276		0		
453	0.000		1		0		
549	0.000		1		0		
567	0.000		1		0		
445	0.000		1		0		
556	0.000		1		0		
5	0.000		1		0		
808	0.000		1		0		
568	0.000		1		0		
837	0.72		0.28		0		
1040	0.000		1		0		
887	0.72		0.28		0		
970	0.72		0.28		0		
552	0.72		0.28		0		
443	0.000		1		0		
197	0.72		0.28		0		
261	0.72		0.28		0		
66	0.72		0.28		0		
60	0.72		0.28		0		
843	0.72		0.28		0		
662	0.000		1		0		
711	0.000		1		0		
988	0.000		1		0		
364	0.72		0.28		0		
937	0.72		0.28		0		
964	0.727		0.273		0		
1005	0.000		1		0		
479	0.725		0.275		0		
158	0.724		0.276		0		
289	0.000		1		0		
1053	0.728		0.272		0		
110	0.000		1		0		
619	0.729		0.271		0		
744	0.729		0.271		0		
1001	0.728		0.272		0		
824	0.729		0.271		0		
1035	0.715		0.285		0		
24	0.000		1		0		
202	0.73		0.27		0		
992	0.000		1		0		
757	0.731		0.269		0		
601	0.727		0.273		0		
518	0.000		1		0		
1019	0.729		0.271		0		
321	0.727		0.273		0		
550	0.729		0.271		0		
148	0.713		0.287		0		
730	0.73		0.27		0		
427	0.000		1		0		
868	0.000		1		0		
466	0.734		0.266		0		
264	0.754		0.246		0		
235	0.733		0.267		0		
505	0.734		0.266		0		
644	0.733		0.267		0		
419	0.73		0.27		0		
111	0.731		0.269		0		
1052	0.000		1		0		
481	0.735		0.265		0		
507	0.735		0.265		0		
280	0.735		0.265		0		
839	0.735		0.265		0		
83	0.735		0.265		0		
592	0.735		0.265		0		
470	0.735		0.265		0		
641	0.735		0.265		0		
182	0.735		0.265		0		
586	0.735		0.265		0		
154	0.735		0.265		0		
20	0.735		0.265		0		
421	0.735		0.265		0		
189	0.735		0.265		0		
320	0.735		0.265		0		
256	0.735		0.265		0		
738	0.735		0.265		0		
358	0.735		0.265		0		
180	0.735		0.265		0		
262	0.735		0.265		0		
304	0.735		0.265		0		
129	0.735		0.265		0		
826	0.000		1		0		
454	0.000		1		0		
96	0.000		1		0		
707	0.732		0.268		0		
181	0.734		0.266		0		
684	0.732		0.268		0		
506	0.737		0.263		0		
611	0.732		0.268		0		
1038	0.737		0.263		0		
338	0.733		0.267		0		
446	0.733		0.267		0		
493	0.733		0.267		0		
504	0.733		0.267		0		
540	0.733		0.267		0		
602	0.733		0.267		0		
735	0.733		0.267		0		
220	0.737		0.263		0		
339	0.737		0.263		0		
69	0.736		0.264		0		
820	0.736		0.264		0		
299	0.734		0.266		0		
251	0.738		0.262		0		
576	0.000		1		0		
172	0.74		0.26		0		
169	0.74		0.26		0		
401	0.74		0.26		0		
260	0.74		0.26		0		
176	0.74		0.26		0		
867	0.74		0.26		0		
409	0.74		0.26		0		
1021	0.74		0.26		0		
151	0.74		0.26		0		
468	0.74		0.26		0		
721	0.74		0.26		0		
435	0.74		0.26		0		
354	0.74		0.26		0		
140	0.74		0.26		0		
100	0.74		0.26		0		
722	0.74		0.26		0		
522	0.74		0.26		0		
348	0.74		0.26		0		
248	0.74		0.26		0		
589	0.74		0.26		0		
77	0.000		1		0		
373	0.744		0.256		0		
963	0.000		1		0		
924	0.744		0.256		0		
1037	0.744		0.256		0		
360	0.744		0.256		0		
608	0.744		0.256		0		
86	0.744		0.256		0		
807	0.744		0.256		0		
90	0.744		0.256		0		
1010	0.744		0.256		0		
214	0.744		0.256		0		
646	0.744		0.256		0		
375	0.745		0.255		0		
544	0.745		0.255		0		
758	0.744		0.256		0		
240	0.744		0.256		0		
236	0.744		0.256		0		
647	0.744		0.256		0		
27	0.745		0.255		0		
531	0.744		0.256		0		
168	0.745		0.255		0		
382	0.744		0.256		0		
1071	0.745		0.255		0		
734	0.745		0.255		0		
65	0.751		0.249		0		
495	0.736		0.264		0		
720	0.752		0.248		0		
585	0.75		0.25		0		
244	0.000		1		0		
693	0.75		0.25		0		
219	0.75		0.25		0		
178	0.75		0.25		0		
155	0.754		0.246		0		
459	0.75		0.25		0		
257	0.75		0.25		0		
455	0.75		0.25		0		
823	0.75		0.25		0		
548	0.753		0.247		0		
712	0.756		0.244		0		
404	0.76		0.24		0		
932	0.000		1		0		
385	0.759		0.241		0		
976	0.000		1		0		
187	0.759		0.241		0		
903	0.759		0.241		0		
150	0.759		0.241		0		
228	0.759		0.241		0		
527	0.759		0.241		0		
128	0.759		0.241		0		
770	0.759		0.241		0		
271	0.759		0.241		0		
696	0.759		0.241		0		
605	0.759		0.241		0		
191	0.759		0.241		0		
416	0.759		0.241		0		
275	0.766		0.234		0		
222	0.764		0.236		0		
258	0.764		0.236		0		
909	0.764		0.236		0		
413	0.764		0.236		0		
34	0.764		0.236		0		
708	0.764		0.236		0		
19	0.764		0.236		0		
965	0.764		0.236		0		
516	0.764		0.236		0		
277	0.764		0.236		0		
546	0.764		0.236		0		
691	0.764		0.236		0		
594	0.764		0.236		0		
418	0.764		0.236		0		
232	0.764		0.236		0		
166	0.764		0.236		0		
968	0.773		0.227		0		
448	0.000		1		0		
298	0.000		1		0		
940	0.000		1		0		
598	0.000		1		0		
28	0.000		1		0		
521	0.768		0.232		0		
344	0.768		0.232		0		
451	0.768		0.232		0		
230	0.768		0.232		0		
253	0.768		0.232		0		
234	0.768		0.232		0		
309	0.768		0.232		0		
306	0.768		0.232		0		
97	0.768		0.232		0		
157	0.768		0.232		0		
554	0.778		0.222		0		
356	0.768		0.232		0		
603	0.777		0.223		0		
671	0.777		0.223		0		
270	0.777		0.223		0		
139	0.777		0.223		0		
410	0.777		0.223		0		
87	0.777		0.223		0		
600	0.777		0.223		0		
329	0.777		0.223		0		
497	0.000		1		0		
736	0.777		0.223		0		
458	0.000		1		0		
783	0.777		0.223		0		
315	0.777		0.223		0		
492	0.778		0.222		0		
796	0.778		0.222		0		
229	0.778		0.222		0		
267	0.778		0.222		0		
724	0.778		0.222		0		
361	0.778		0.222		0		
353	0.778		0.222		0		
828	0.778		0.222		0		
925	0.778		0.222		0		
760	0.778		0.222		0		
526	0.778		0.222		0		
33	0.778		0.222		0		
366	0.778		0.222		0		
687	0.778		0.222		0		
118	0.778		0.222		0		
529	0.778		0.222		0		
1066	0.778		0.222		0		
223	0.761		0.239		0		
303	0.78		0.22		0		
723	0.776		0.224		0		
961	0.000		1		0		
523	0.775		0.225		0		
897	0.783		0.217		0		
767	0.783		0.217		0		
732	0.783		0.217		0		
827	0.783		0.217		0		
673	0.783		0.217		0		
70	0.783		0.217		0		
278	0.783		0.217		0		
208	0.783		0.217		0		
478	0.783		0.217		0		
308	0.783		0.217		0		
349	0.783		0.217		0		
11	0.765		0.235		0		
204	0.000		1		0		
754	0.000		1		0		
872	0.000		1		0		
145	0.000		1		0		
699	0.000		1		0		
85	0.813		0.187		0		
537	0.813		0.187		0		
833	0.813		0.187		0		
461	0.813		0.187		0		
1	0.84		0.16		0		
225	0.84		0.16		0		
274	0.84		0.16		0		
313	0.84		0.16		0		
316	0.84		0.16		0		
412	0.84		0.16		0		
480	0.84		0.16		0		
520	0.84		0.16		0		
545	0.84		0.16		0		
739	0.84		0.16		0		
1028	0.84		0.16		0		
1051	0.84		0.16		0		
